,player,comp,round,date,venue,opp,pos,min,type,assisted,Year,match period
981,Messi,Champions League,Group Stage,2013-11-06,H,AC Milan,CF,30,Penalty,No Assist,2013,First Half
982,Messi,Champions League,Group Stage,2013-11-06,H,AC Milan,CF,83,Left-footed shot,Cesc Fàbregas,2013,Second Half
983,Messi,Copa del Rey,last 16,2014-01-08,H,Getafe,CF,90,Left-footed shot,Martín Montoya,2014,Second Half
984,Messi,Copa del Rey,last 16,2014-01-08,H,Getafe,CF,902,Left-footed shot,Alex Song,2014,Second Half-Additional Time
985,Messi,Copa del Rey,last 16,2014-01-16,A,Getafe,CF,43,Right-footed shot,Cristian Tello,2014,First Half
986,Messi,Copa del Rey,last 16,2014-01-16,A,Getafe,CF,63,Left-footed shot,No Assist,2014,Second Half
987,Messi,LaLiga,22,2014-02-01,H,Valencia,CF,54,Penalty,No Assist,2014,Second Half
988,Messi,LaLiga,23,2014-02-09,A,Sevilla FC,CF,44,Left-footed shot,Pedro,2014,First Half
989,Messi,LaLiga,23,2014-02-09,A,Sevilla FC,CF,56,Left-footed shot,Andrés Iniesta,2014,Second Half
990,Messi,Copa del Rey,Semi-Finals,2014-02-12,A,Real Sociedad,CF,26,Solo run,No Assist,2014,First Half
991,Messi,LaLiga,24,2014-02-15,H,Rayo Vallecano,CF,36,Left-footed shot,Cesc Fàbregas,2014,First Half
992,Messi,LaLiga,24,2014-02-15,H,Rayo Vallecano,CF,68,Left-footed shot,Alexis Sánchez,2014,Second Half
993,Messi,Champions League,last 16,2014-02-18,A,Man City,CF,54,Penalty,No Assist,2014,Second Half
994,Messi,LaLiga,25,2014-02-22,A,Real Sociedad,CF,36,Left-footed shot,Martín Montoya,2014,First Half
995,Messi,LaLiga,26,2014-03-02,H,UD Almería,CF,24,Direct free kick,No Assist,2014,First Half
996,Messi,Champions League,last 16,2014-03-12,H,Man City,CF,67,Left-footed shot,No Assist,2014,Second Half
997,Messi,LaLiga,28,2014-03-16,H,CA Osasuna,CF,18,Left-footed shot,Alexis Sánchez,2014,First Half
998,Messi,LaLiga,28,2014-03-16,H,CA Osasuna,CF,63,Left-footed shot,Andrés Iniesta,2014,Second Half
999,Messi,LaLiga,28,2014-03-16,H,CA Osasuna,CF,88,Right-footed shot,Dani Alves,2014,Second Half
1000,Messi,LaLiga,29,2014-03-23,A,Real Madrid,CF,42,Left-footed shot,Neymar,2014,First Half
1001,Messi,LaLiga,29,2014-03-23,A,Real Madrid,CF,65,Penalty,No Assist,2014,Second Half
1002,Messi,LaLiga,29,2014-03-23,A,Real Madrid,CF,84,Penalty,No Assist,2014,Second Half
1003,Messi,LaLiga,30,2014-03-26,H,Celta de Vigo,CF,30,Right-footed shot,Andrés Iniesta,2014,First Half
1004,Messi,LaLiga,31,2014-03-29,A,Espanyol,CF,77,Penalty,No Assist,2014,Second Half
1005,Messi,LaLiga,32,2014-04-05,H,Real Betis,CF,15,Penalty,No Assist,2014,First Half
1006,Messi,LaLiga,32,2014-04-05,H,Real Betis,CF,86,Penalty rebound,Antonio Amaya,2014,Second Half
1007,Messi,LaLiga,34,2014-04-20,H,Athletic,CF,74,Direct free kick,No Assist,2014,Second Half
1008,Messi,LaLiga,35,2014-04-27,A,Villarreal,CF,83,Right-footed shot,Cesc Fàbregas,2014,Second Half
1009,Messi,LaLiga,36,2014-05-03,H,Getafe,CF,23,Left-footed shot,Dani Alves,2014,First Half
1010,Messi,LaLiga,1,2014-08-24,H,Elche CF,CF,42,Left-footed shot,Sergio Busquets,2014,First Half
1011,Messi,LaLiga,1,2014-08-24,H,Elche CF,CF,64,Left-footed shot,No Assist,2014,Second Half
1012,Messi,LaLiga,4,2014-09-21,A,Levante,CF,77,Right-footed shot,No Assist,2014,Second Half
1013,Messi,LaLiga,6,2014-09-27,H,Granada CF,CF,62,Header,Dani Alves,2014,Second Half
1014,Messi,LaLiga,6,2014-09-27,H,Granada CF,CF,82,Right-footed shot,No Assist,2014,Second Half
1015,Messi,Champions League,Group Stage,2014-09-30,A,Paris SG,RW,12,Left-footed shot,Andrés Iniesta,2014,First Half
1016,Messi,LaLiga,7,2014-10-04,A,Rayo Vallecano,CF,35,Left-footed shot,Gerard Piqué,2014,First Half
1017,Messi,LaLiga,8,2014-10-18,H,SD Eibar,CF,74,Left-footed shot,Neymar,2014,Second Half
1018,Messi,Champions League,Group Stage,2014-10-21,H,Ajax,CF,24,Left-footed shot,Andrés Iniesta,2014,First Half
1019,Messi,Champions League,Group Stage,2014-11-05,A,Ajax,RW,36,Header,Marc Bartra,2014,First Half
1020,Messi,Champions League,Group Stage,2014-11-05,A,Ajax,RW,76,Left-footed shot,Pedro,2014,Second Half
1021,Messi,LaLiga,12,2014-11-22,H,Sevilla FC,RW,21,Direct free kick,No Assist,2014,First Half
1022,Messi,LaLiga,12,2014-11-22,H,Sevilla FC,RW,73,Tap-in,Neymar,2014,Second Half
1023,Messi,LaLiga,12,2014-11-22,H,Sevilla FC,RW,78,Left-footed shot,Neymar,2014,Second Half
1024,Messi,Champions League,Group Stage,2014-11-25,A,APOEL Nicosia,CF,38,Right-footed shot,Rafinha,2014,First Half
1025,Messi,Champions League,Group Stage,2014-11-25,A,APOEL Nicosia,CF,58,Right-footed shot,Dani Alves,2014,Second Half
1026,Messi,Champions League,Group Stage,2014-11-25,A,APOEL Nicosia,CF,87,Right-footed shot,Pedro,2014,Second Half
1027,Messi,LaLiga,14,2014-12-07,H,Espanyol,RW,451,Left-footed shot,Xavi,2014,First Half-Additional Time
1028,Messi,LaLiga,14,2014-12-07,H,Espanyol,RW,50,Right-footed shot,Luis Suárez,2014,Second Half
1029,Messi,LaLiga,14,2014-12-07,H,Espanyol,RW,81,Right-footed shot,Pedro,2014,Second Half
1030,Messi,Champions League,Group Stage,2014-12-10,H,Paris SG,AM,19,Right-footed shot,Luis Suárez,2014,First Half
1031,Messi,LaLiga,16,2014-12-20,H,Córdoba CF,RW,82,Right-footed shot,No Assist,2014,Second Half
1032,Messi,LaLiga,16,2014-12-20,H,Córdoba CF,RW,90,Right-footed shot,No Assist,2014,Second Half
1033,Messi,Copa del Rey,last 16,2015-01-08,H,Elche CF,RW,45,Penalty,No Assist,2015,First Half
1034,Messi,LaLiga,18,2015-01-11,H,Atlético Madrid,RW,87,Left-footed shot,No Assist,2015,Second Half
1035,Messi,LaLiga,19,2015-01-18,A,Dep. La Coruña,RW,11,Header,Ivan Rakitic,2015,First Half
1036,Messi,LaLiga,19,2015-01-18,A,Dep. La Coruña,RW,33,Left-footed shot,Luis Suárez,2015,First Half
1037,Messi,LaLiga,19,2015-01-18,A,Dep. La Coruña,RW,62,Left-footed shot,Ivan Rakitic,2015,Second Half
1038,Messi,Copa del Rey,Quarter-Finals,2015-01-21,H,Atlético Madrid,RW,85,Penalty rebound,No Assist,2015,Second Half
1039,Messi,LaLiga,20,2015-01-24,A,Elche CF,CF,55,Penalty,No Assist,2015,Second Half
1040,Messi,LaLiga,20,2015-01-24,A,Elche CF,CF,88,Left-footed shot,Marc Bartra,2015,Second Half
1041,Messi,LaLiga,21,2015-02-01,H,Villarreal,RW,55,Right-footed shot,Luis Suárez,2015,Second Half
1042,Messi,LaLiga,22,2015-02-08,A,Athletic,RW,15,Direct free kick,No Assist,2015,First Half
1043,Messi,Copa del Rey,Semi-Finals,2015-02-11,H,Villarreal,RW,41,Left-footed shot,Luis Suárez,2015,First Half
1044,Messi,LaLiga,23,2015-02-15,H,Levante,CF,38,Right-footed shot,Marc Bartra,2015,First Half
1045,Messi,LaLiga,23,2015-02-15,H,Levante,CF,59,Right-footed shot,Pedro,2015,Second Half
1046,Messi,LaLiga,23,2015-02-15,H,Levante,CF,65,Penalty,No Assist,2015,Second Half
1047,Messi,LaLiga,25,2015-02-28,A,Granada CF,RW,70,Right-footed shot,Luis Suárez,2015,Second Half
1048,Messi,LaLiga,26,2015-03-08,H,Rayo Vallecano,RW,56,Penalty,No Assist,2015,Second Half
1049,Messi,LaLiga,26,2015-03-08,H,Rayo Vallecano,RW,63,Tap-in,No Assist,2015,Second Half
1050,Messi,LaLiga,26,2015-03-08,H,Rayo Vallecano,RW,68,Left-footed shot,Pedro,2015,Second Half
1051,Messi,LaLiga,27,2015-03-14,A,SD Eibar,RW,31,Penalty,No Assist,2015,First Half
1052,Messi,LaLiga,27,2015-03-14,A,SD Eibar,RW,55,Header,Ivan Rakitic,2015,Second Half
1053,Messi,LaLiga,30,2015-04-08,H,UD Almería,RW,33,Left-footed shot,Marc Bartra,2015,First Half
1054,Messi,LaLiga,31,2015-04-11,A,Sevilla FC,RW,15,Left-footed shot,Neymar,2015,First Half
1055,Messi,LaLiga,32,2015-04-18,H,Valencia,RW,904,Left-footed shot,No Assist,2015,Second Half-Additional Time
1056,Messi,LaLiga,33,2015-04-25,A,Espanyol,RW,25,Left-footed shot,Luis Suárez,2015,First Half
1057,Messi,LaLiga,34,2015-04-28,H,Getafe,RW,9,Penalty,No Assist,2015,First Half
1058,Messi,LaLiga,34,2015-04-28,H,Getafe,RW,47,Left-footed shot,Luis Suárez,2015,Second Half
1059,Messi,LaLiga,35,2015-05-02,A,Córdoba CF,RW,47,Header,Dani Alves,2015,Second Half
1060,Messi,LaLiga,35,2015-05-02,A,Córdoba CF,RW,80,Left-footed shot,Luis Suárez,2015,Second Half
1061,Messi,Champions League,Semi-Finals,2015-05-06,H,Bayern Munich ,RW,77,Left-footed shot,Dani Alves,2015,Second Half
1062,Messi,Champions League,Semi-Finals,2015-05-06,H,Bayern Munich ,RW,80,Right-footed shot,Ivan Rakitic,2015,Second Half
1063,Messi,LaLiga,37,2015-05-17,A,Atlético Madrid,RW,65,Left-footed shot,Pedro,2015,Second Half
1064,Messi,LaLiga,38,2015-05-23,H,Dep. La Coruña,RW,5,Header,Rafinha,2015,First Half
1065,Messi,LaLiga,38,2015-05-23,H,Dep. La Coruña,RW,59,Right-footed shot,Neymar,2015,Second Half
1066,Messi,Copa del Rey,Final,2015-05-30,A,Athletic,RW,20,Solo run,No Assist,2015,First Half
1067,Messi,Copa del Rey,Final,2015-05-30,A,Athletic,RW,74,Left-footed shot,Dani Alves,2015,Second Half
1068,Messi,UEFA Super Cup,Final,2015-08-11,H,Sevilla FC,RW,7,Direct free kick,No Assist,2015,First Half
1069,Messi,UEFA Super Cup,Final,2015-08-11,H,Sevilla FC,RW,16,Direct free kick,No Assist,2015,First Half
1070,Messi,Supercopa,Final,2015-08-17,H,Athletic,RW,43,Left-footed shot,Luis Suárez,2015,First Half
1071,Messi,LaLiga,3,2015-09-12,A,Atlético Madrid,RW,77,Left-footed shot,Luis Suárez,2015,Second Half
1072,Messi,LaLiga,4,2015-09-20,H,Levante,AM,61,Penalty,No Assist,2015,Second Half
1073,Messi,LaLiga,4,2015-09-20,H,Levante,AM,90,Left-footed shot,Marc Bartra,2015,Second Half
1074,Messi,Champions League,Group Stage,2015-11-24,H,AS Roma,RW,18,Left-footed shot,Luis Suárez,2015,First Half
1075,Messi,Champions League,Group Stage,2015-11-24,H,AS Roma,RW,60,Tap-in,No Assist,2015,Second Half
1076,Messi,LaLiga,13,2015-11-28,H,Real Sociedad,RW,901,Left-footed shot,Neymar,2015,Second Half-Additional Time
1077,Messi,Champions League,Group Stage,2015-12-09,A,Bay. Leverkusen,CF,20,Right-footed shot,Ivan Rakitic,2015,First Half
1078,Messi,LaLiga,15,2015-12-12,H,Dep. La Coruña,RW,39,Direct free kick,No Assist,2015,First Half
1079,Messi,Club World Cup,Final,2015-12-20,A,River Plate,RW,36,Left-footed shot,Neymar,2015,First Half
1080,Messi,LaLiga,17,2015-12-30,H,Real Betis,RW,33,Right-footed shot,Neymar,2015,First Half
1081,Messi,Copa del Rey,last 16,2016-01-06,H,Espanyol,RW,13,Left-footed shot,Andrés Iniesta,2016,First Half
1082,Messi,Copa del Rey,last 16,2016-01-06,H,Espanyol,RW,44,Direct free kick,No Assist,2016,First Half
1083,Messi,LaLiga,19,2016-01-09,H,Granada CF,RW,8,Left-footed shot,Arda Turan,2016,First Half
1084,Messi,LaLiga,19,2016-01-09,H,Granada CF,RW,14,Left-footed shot,Luis Suárez,2016,First Half
1085,Messi,LaLiga,19,2016-01-09,H,Granada CF,RW,58,Tap-in,No Assist,2016,Second Half
1086,Messi,LaLiga,20,2016-01-17,H,Athletic,RW,7,Penalty,No Assist,2016,First Half
1087,Messi,LaLiga,21,2016-01-23,A,Málaga CF,RW,51,Left-footed shot,Adriano,2016,Second Half
1088,Messi,LaLiga,22,2016-01-30,H,Atlético Madrid,RW,30,Left-footed shot,Jordi Alba,2016,First Half
1089,Messi,Copa del Rey,Semi-Finals,2016-02-03,H,Valencia,RW,29,Left-footed shot,Neymar,2016,First Half
1090,Messi,Copa del Rey,Semi-Finals,2016-02-03,H,Valencia,RW,59,Left-footed shot,Luis Suárez,2016,Second Half
1091,Messi,Copa del Rey,Semi-Finals,2016-02-03,H,Valencia,RW,74,Left-footed shot,No Assist,2016,Second Half
1092,Messi,LaLiga,24,2016-02-14,H,Celta de Vigo,RW,28,Direct free kick,No Assist,2016,First Half
1093,Messi,LaLiga,16,2016-02-17,A,Sporting Gijón,RW,25,Left-footed shot,Luis Suárez,2016,First Half
1094,Messi,LaLiga,16,2016-02-17,A,Sporting Gijón,RW,31,Left-footed shot,Luis Suárez,2016,First Half
1095,Messi,Champions League,last 16,2016-02-23,A,Arsenal,RW,71,Left-footed shot,Neymar,2016,Second Half
1096,Messi,Champions League,last 16,2016-02-23,A,Arsenal,RW,83,Penalty,No Assist,2016,Second Half
1097,Messi,LaLiga,26,2016-02-28,H,Sevilla FC,RW,31,Direct free kick,No Assist,2016,First Half
1098,Messi,LaLiga,27,2016-03-03,A,Rayo Vallecano,RW,23,Left-footed shot,Neymar,2016,First Half
1099,Messi,LaLiga,27,2016-03-03,A,Rayo Vallecano,RW,53,Left-footed shot,No Assist,2016,Second Half
1100,Messi,LaLiga,27,2016-03-03,A,Rayo Vallecano,RW,72,Left-footed shot,Sergio Busquets,2016,Second Half
1101,Messi,LaLiga,28,2016-03-06,A,SD Eibar,RW,42,Left-footed shot,Munir El Haddadi,2016,First Half
1102,Messi,LaLiga,28,2016-03-06,A,SD Eibar,RW,76,Penalty,No Assist,2016,Second Half
1103,Messi,LaLiga,29,2016-03-12,H,Getafe,CF,41,Left-footed shot,Arda Turan,2016,First Half
1104,Messi,Champions League,last 16,2016-03-16,H,Arsenal,RW,86,Left-footed shot,Neymar,2016,Second Half
1105,Messi,LaLiga,33,2016-04-17,H,Valencia,RW,63,Left-footed shot,Jordi Alba,2016,Second Half
1106,Messi,LaLiga,34,2016-04-20,A,Dep. La Coruña,RW,73,Left-footed shot,Luis Suárez,2016,Second Half
1107,Messi,LaLiga,35,2016-04-23,H,Sporting Gijón,RW,13,Header,No Assist,2016,First Half
1108,Messi,LaLiga,37,2016-05-08,H,Espanyol,RW,8,Direct free kick,No Assist,2016,First Half
1109,Messi,Supercopa,Final,2016-08-17,H,Sevilla FC,RW,55,Header,Lucas Digne,2016,Second Half
1110,Messi,LaLiga,1,2016-08-20,H,Real Betis,RW,37,Left-footed shot,Sergi Roberto,2016,First Half
1111,Messi,LaLiga,1,2016-08-20,H,Real Betis,RW,58,Left-footed shot,Arda Turan,2016,Second Half
1112,Messi,Champions League,Group Stage,2016-09-13,H,Celtic,RW,3,Left-footed shot,Neymar,2016,First Half
1113,Messi,Champions League,Group Stage,2016-09-13,H,Celtic,RW,27,Left-footed shot,Neymar,2016,First Half
1114,Messi,Champions League,Group Stage,2016-09-13,H,Celtic,RW,60,Left-footed shot,Luis Suárez,2016,Second Half
1115,Messi,LaLiga,4,2016-09-17,A,CD Leganés,RW,15,Left-footed shot,Luis Suárez,2016,First Half
1116,Messi,LaLiga,4,2016-09-17,A,CD Leganés,RW,55,Penalty,No Assist,2016,Second Half
1117,Messi,LaLiga,8,2016-10-15,H,Dep. La Coruña,RW,58,Left-footed shot,Neymar,2016,Second Half
1118,Messi,Champions League,Group Stage,2016-10-19,H,Man City,RW,17,Left-footed shot,Andrés Iniesta,2016,First Half
1119,Messi,Champions League,Group Stage,2016-10-19,H,Man City,RW,61,Left-footed shot,Andrés Iniesta,2016,Second Half
1120,Messi,Champions League,Group Stage,2016-10-19,H,Man City,RW,69,Left-footed shot,Luis Suárez,2016,Second Half
1121,Messi,LaLiga,9,2016-10-22,A,Valencia,RW,22,Left-footed shot,Ivan Rakitic,2016,First Half
1122,Messi,LaLiga,9,2016-10-22,A,Valencia,RW,904,Penalty,No Assist,2016,Second Half-Additional Time
1123,Messi,Champions League,Group Stage,2016-11-01,A,Man City,RW,21,Left-footed shot,Neymar,2016,First Half
1124,Messi,LaLiga,11,2016-11-06,A,Sevilla FC,RW,43,Left-footed shot,Neymar,2016,First Half
1125,Messi,Champions League,Group Stage,2016-11-23,A,Celtic,RW,24,Left-footed shot,Neymar,2016,First Half
1126,Messi,Champions League,Group Stage,2016-11-23,A,Celtic,RW,55,Penalty,No Assist,2016,Second Half
1127,Messi,LaLiga,13,2016-11-27,A,Real Sociedad,RW,59,Left-footed shot,Neymar,2016,Second Half
1128,Messi,Champions League,Group Stage,2016-12-06,H,Bor. M'gladbach,RW,16,Left-footed shot,Arda Turan,2016,First Half
1129,Messi,LaLiga,15,2016-12-10,A,CA Osasuna,RW,72,Left-footed shot,Jordi Alba,2016,Second Half
1130,Messi,LaLiga,15,2016-12-10,A,CA Osasuna,RW,902,Left-footed shot,Sergio Busquets,2016,Second Half-Additional Time
1131,Messi,LaLiga,16,2016-12-18,H,Espanyol,RW,90,Left-footed shot,Luis Suárez,2016,Second Half
1132,Messi,Copa del Rey,last 16,2017-01-05,A,Athletic,RW,52,Direct free kick,No Assist,2017,Second Half
1133,Messi,LaLiga,17,2017-01-08,A,Villarreal,RW,90,Direct free kick,No Assist,2017,Second Half
1134,Messi,Copa del Rey,last 16,2017-01-11,H,Athletic,RW,78,Direct free kick,No Assist,2017,Second Half
1135,Messi,LaLiga,18,2017-01-14,H,UD Las Palmas,RW,52,Right-footed shot,No Assist,2017,Second Half
1136,Messi,LaLiga,19,2017-01-22,A,SD Eibar,RW,50,Left-footed shot,Luis Suárez,2017,Second Half
1137,Messi,Copa del Rey,Quarter-Finals,2017-01-26,H,Real Sociedad,RW,55,Penalty,No Assist,2017,Second Half
1138,Messi,Copa del Rey,Semi-Finals,2017-02-01,A,Atlético Madrid,RW,33,Left-footed shot,Ivan Rakitic,2017,First Half
1139,Messi,LaLiga,21,2017-02-04,H,Athletic,RW,40,Direct free kick,No Assist,2017,First Half
1140,Messi,LaLiga,22,2017-02-11,A,Alavés,RW,59,Left-footed shot,Neymar,2017,Second Half
1141,Messi,LaLiga,23,2017-02-19,H,CD Leganés,RW,4,Right-footed shot,Luis Suárez,2017,First Half
1142,Messi,LaLiga,23,2017-02-19,H,CD Leganés,RW,90,Penalty,No Assist,2017,Second Half
1143,Messi,LaLiga,24,2017-02-26,A,Atlético Madrid,RW,86,Left-footed shot,No Assist,2017,Second Half
1144,Messi,LaLiga,25,2017-03-01,H,Sporting Gijón,RW,9,Header,Javier Mascherano,2017,First Half
1145,Messi,LaLiga,26,2017-03-04,H,Celta de Vigo,AM,24,Left-footed shot,Sergio Busquets,2017,First Half
1146,Messi,LaLiga,26,2017-03-04,H,Celta de Vigo,AM,64,Left-footed shot,No Assist,2017,Second Half
1147,Messi,Champions League,last 16,2017-03-08,H,Paris SG,AM,50,Penalty,No Assist,2017,Second Half
1148,Messi,LaLiga,28,2017-03-19,H,Valencia,AM,45,Penalty,No Assist,2017,First Half
1149,Messi,LaLiga,28,2017-03-19,H,Valencia,AM,53,Right-footed shot,Javier Mascherano,2017,Second Half
1150,Messi,LaLiga,30,2017-04-05,H,Sevilla FC,RW,28,Right-footed shot,Luis Suárez,2017,First Half
1151,Messi,LaLiga,30,2017-04-05,H,Sevilla FC,RW,33,Left-footed shot,No Assist,2017,First Half
1152,Messi,LaLiga,32,2017-04-15,H,Real Sociedad,RW,17,Left-footed shot,Luis Suárez,2017,First Half
1153,Messi,LaLiga,32,2017-04-15,H,Real Sociedad,RW,37,Tap-in,No Assist,2017,First Half
1154,Messi,LaLiga,33,2017-04-23,A,Real Madrid,RW,33,Left-footed shot,Ivan Rakitic,2017,First Half
1155,Messi,LaLiga,33,2017-04-23,A,Real Madrid,RW,902,Left-footed shot,Jordi Alba,2017,Second Half-Additional Time
1156,Messi,LaLiga,34,2017-04-26,H,CA Osasuna,AM,12,Left-footed shot,No Assist,2017,First Half
1157,Messi,LaLiga,34,2017-04-26,H,CA Osasuna,AM,61,Left-footed shot,Ivan Rakitic,2017,Second Half
1158,Messi,LaLiga,36,2017-05-06,H,Villarreal,RW,45,Left-footed shot,Sergio Busquets,2017,First Half
1159,Messi,LaLiga,36,2017-05-06,H,Villarreal,RW,82,Penalty,No Assist,2017,Second Half
1160,Messi,LaLiga,38,2017-05-21,H,SD Eibar,RW,75,Penalty,No Assist,2017,Second Half
1161,Messi,LaLiga,38,2017-05-21,H,SD Eibar,RW,902,Right-footed shot,No Assist,2017,Second Half-Additional Time
1162,Messi,Copa del Rey,Final,2017-05-27,H,Alavés,RW,30,Left-footed shot,Neymar,2017,First Half
1163,Messi,Supercopa,Final,2017-08-13,H,Real Madrid,RW,77,Penalty,No Assist,2017,Second Half
1164,Messi,LaLiga,2,2017-08-26,A,Alavés,CF,55,Left-footed shot,Jordi Alba,2017,Second Half
1165,Messi,LaLiga,2,2017-08-26,A,Alavés,CF,66,Left-footed shot,Paco Alcácer,2017,Second Half
1166,Messi,LaLiga,3,2017-09-09,H,Espanyol,CF,26,Left-footed shot,Ivan Rakitic,2017,First Half
1167,Messi,LaLiga,3,2017-09-09,H,Espanyol,CF,35,Right-footed shot,Jordi Alba,2017,First Half
1168,Messi,LaLiga,3,2017-09-09,H,Espanyol,CF,67,Left-footed shot,Jordi Alba,2017,Second Half
1169,Messi,Champions League,Group Stage,2017-09-12,H,Juventus,CF,45,Left-footed shot,Luis Suárez,2017,First Half
1170,Messi,Champions League,Group Stage,2017-09-12,H,Juventus,CF,69,Left-footed shot,No Assist,2017,Second Half
1171,Messi,LaLiga,5,2017-09-19,H,SD Eibar,CF,21,Penalty,No Assist,2017,First Half
1172,Messi,LaLiga,5,2017-09-19,H,SD Eibar,CF,59,Left-footed shot,Sergio Busquets,2017,Second Half
1173,Messi,LaLiga,5,2017-09-19,H,SD Eibar,CF,62,Left-footed shot,Paulinho,2017,Second Half
1174,Messi,LaLiga,5,2017-09-19,H,SD Eibar,CF,87,Left-footed shot,Aleix Vidal,2017,Second Half
1175,Messi,LaLiga,7,2017-10-01,H,UD Las Palmas,SS,70,Left-footed shot,Denis Suárez,2017,Second Half
1176,Messi,LaLiga,7,2017-10-01,H,UD Las Palmas,SS,77,Left-footed shot,Luis Suárez,2017,Second Half
1177,Messi,Champions League,Group Stage,2017-10-18,H,Olympiacos,CF,61,Direct free kick,No Assist,2017,Second Half
1178,Messi,LaLiga,10,2017-10-28,A,Athletic,SS,37,Left-footed shot,Jordi Alba,2017,First Half
1179,Messi,LaLiga,14,2017-12-02,H,Celta de Vigo,SS,22,Left-footed shot,Paulinho,2017,First Half
1180,Messi,LaLiga,15,2017-12-10,A,Villarreal,RW,83,Left-footed shot,Sergio Busquets,2017,Second Half
1181,Messi,LaLiga,17,2017-12-23,A,Real Madrid,SS,64,Penalty,No Assist,2017,Second Half
1182,Messi,LaLiga,18,2018-01-07,H,Levante,SS,12,Left-footed shot,Jordi Alba,2018,First Half
1183,Messi,Copa del Rey,last 16,2018-01-11,H,Celta de Vigo,SS,13,Left-footed shot,Jordi Alba,2018,First Half
1184,Messi,Copa del Rey,last 16,2018-01-11,H,Celta de Vigo,SS,15,Left-footed shot,Jordi Alba,2018,First Half
1185,Messi,LaLiga,19,2018-01-14,A,Real Sociedad,SS,85,Direct free kick,No Assist,2018,Second Half
1186,Messi,LaLiga,20,2018-01-21,A,Real Betis,SS,64,Left-footed shot,Sergio Busquets,2018,Second Half
1187,Messi,LaLiga,20,2018-01-21,A,Real Betis,SS,80,Left-footed shot,Luis Suárez,2018,Second Half
1188,Messi,Copa del Rey,Quarter-Finals,2018-01-25,H,Espanyol,SS,25,Deflected shot on goal,No Assist,2018,First Half
1189,Messi,LaLiga,21,2018-01-28,H,Alavés,SS,84,Direct free kick,No Assist,2018,Second Half
1190,Messi,Champions League,last 16,2018-02-20,A,Chelsea,SS,75,Left-footed shot,Andrés Iniesta,2018,Second Half
1191,Messi,LaLiga,25,2018-02-24,H,Girona,SS,30,Left-footed shot,Luis Suárez,2018,First Half
1192,Messi,LaLiga,25,2018-02-24,H,Girona,SS,36,Direct free kick,No Assist,2018,First Half
1193,Messi,LaLiga,26,2018-03-01,A,UD Las Palmas,SS,21,Direct free kick,No Assist,2018,First Half
1194,Messi,LaLiga,27,2018-03-04,H,Atlético Madrid,SS,26,Direct free kick,No Assist,2018,First Half
1195,Messi,Champions League,last 16,2018-03-14,H,Chelsea,SS,3,Right-footed shot,Luis Suárez,2018,First Half
1196,Messi,Champions League,last 16,2018-03-14,H,Chelsea,SS,63,Left-footed shot,Luis Suárez,2018,Second Half
1197,Messi,LaLiga,29,2018-03-18,H,Athletic,SS,30,Left-footed shot,Ousmane Dembélé,2018,First Half
1198,Messi,LaLiga,30,2018-03-31,A,Sevilla FC,RW,89,Left-footed shot,Philippe Coutinho,2018,Second Half
1199,Messi,LaLiga,31,2018-04-07,H,CD Leganés,SS,27,Direct free kick,No Assist,2018,First Half
1200,Messi,LaLiga,31,2018-04-07,H,CD Leganés,SS,32,Left-footed shot,Philippe Coutinho,2018,First Half
1201,Messi,LaLiga,31,2018-04-07,H,CD Leganés,SS,87,Left-footed shot,Ousmane Dembélé,2018,Second Half
1202,Messi,Copa del Rey,Final,2018-04-21,A,Sevilla FC,SS,31,Left-footed shot,Jordi Alba,2018,First Half
1203,Messi,LaLiga,35,2018-04-29,A,Dep. La Coruña,SS,38,Left-footed shot,Luis Suárez,2018,First Half
1204,Messi,LaLiga,35,2018-04-29,A,Dep. La Coruña,SS,82,Right-footed shot,Luis Suárez,2018,Second Half
1205,Messi,LaLiga,35,2018-04-29,A,Dep. La Coruña,SS,85,Left-footed shot,Luis Suárez,2018,Second Half
1206,Messi,LaLiga,36,2018-05-06,H,Real Madrid,SS,52,Left-footed shot,Luis Suárez,2018,Second Half
1207,Messi,LaLiga,34,2018-05-09,H,Villarreal,CF,45,Left-footed shot,Andrés Iniesta,2018,First Half
1208,Messi,LaLiga,1,2018-08-18,H,Alavés,RW,64,Direct free kick,No Assist,2018,Second Half
1209,Messi,LaLiga,1,2018-08-18,H,Alavés,RW,902,Left-footed shot,Luis Suárez,2018,Second Half-Additional Time
1210,Messi,LaLiga,3,2018-09-02,H,SD Huesca,RW,16,Right-footed shot,Ivan Rakitic,2018,First Half
1211,Messi,LaLiga,3,2018-09-02,H,SD Huesca,RW,61,Left-footed shot,Philippe Coutinho,2018,Second Half
1212,Messi,Champions League,Group Stage,2018-09-18,H,PSV Eindhoven,RW,31,Direct free kick,No Assist,2018,First Half
1213,Messi,Champions League,Group Stage,2018-09-18,H,PSV Eindhoven,RW,77,Left-footed shot,Ivan Rakitic,2018,Second Half
1214,Messi,Champions League,Group Stage,2018-09-18,H,PSV Eindhoven,RW,87,Right-footed shot,Luis Suárez,2018,Second Half
1215,Messi,LaLiga,5,2018-09-23,H,Girona,RW,19,Left-footed shot,Arturo Vidal,2018,First Half
1216,Messi,Champions League,Group Stage,2018-10-03,A,Spurs,RW,56,Left-footed shot,Jordi Alba,2018,Second Half
1217,Messi,Champions League,Group Stage,2018-10-03,A,Spurs,RW,90,Left-footed shot,Jordi Alba,2018,Second Half
